Table 1
Global and Hemispheric Mean Aerosol Optical Depth at 550 nm,,,,,
year,/mon , global ,N.Hemis ,S.Hemis,
1900,0.458,0.0018,0.0002,0.0034,
1900,0.542,0.0016,0.0002,0.0031,
1900,0.625,0.0015,0.0002,0.0029,
1900,0.708,0.0014,0.0002,0.0026,
1900,0.792,0.0013,0.0002,0.0024,
1900,0.875,0.0012,0.0002,0.0022,
1900,0.958,0.0011,0.0002,0.0021,
1901,0.042,0.0010,0.0002,0.0019,
1901,0.125,0.0010,0.0002,0.0017,
1901,0.208,0.0009,0.0002,0.0016,
1901,0.292,0.0009,0.0002,0.0015,
1901,0.375,0.0008,0.0002,0.0014,
1901,0.458,0.0007,0.0002,0.0013,
1901,0.542,0.0007,0.0002,0.0012,
1901,0.625,0.0007,0.0002,0.0011,
1901,0.708,0.0006,0.0002,0.0010,
1901,0.792,0.0006,0.0002,0.0010,
1901,0.875,0.0005,0.0002,0.0009,
1901,0.958,0.0005,0.0002,0.0008,
1902,0.042,0.0029,0.0038,0.0020,
1902,0.125,0.0043,0.0057,0.0029,
1902,0.208,0.0066,0.0087,0.0045,
1902,0.292,0.0089,0.0118,0.0060,
1902,0.375,0.0112,0.0148,0.0076,
1902,0.458,0.0103,0.0136,0.0070,
1902,0.542,0.0095,0.0125,0.0064,
1902,0.625,0.0099,0.0113,0.0085,
1902,0.708,0.0208,0.0221,0.0195,
1902,0.792,0.0391,0.0368,0.0414,
1902,0.875,0.0530,0.0527,0.0534,
1902,0.958,0.0659,0.0653,0.0665,
1903,0.042,0.0760,0.0705,0.0814,
1903,0.125,0.0762,0.0808,0.0716,
1903,0.208,0.0816,0.0896,0.0737,
1903,0.292,0.0822,0.0931,0.0714,
1903,0.375,0.0786,0.0872,0.0699,
1903,0.458,0.0763,0.0801,0.0725,
1903,0.542,0.0759,0.0784,0.0734,
1903,0.625,0.0696,0.0660,0.0733,
1903,0.708,0.0676,0.0636,0.0715,
1903,0.792,0.0628,0.0588,0.0668,
1903,0.875,0.0575,0.0562,0.0588,
1903,0.958,0.0539,0.0537,0.0540,
1904,0.042,0.0505,0.0503,0.0507,
1904,0.125,0.0437,0.0453,0.0420,
1904,0.208,0.0409,0.0429,0.0388,
1904,0.292,0.0364,0.0379,0.0349,
1904,0.375,0.0335,0.0341,0.0328,
1904,0.458,0.0308,0.0310,0.0306,
1904,0.542,0.0289,0.0273,0.0305,
1904,0.625,0.0265,0.0235,0.0296,
1904,0.708,0.0245,0.0201,0.0289,
1904,0.792,0.0234,0.0196,0.0273,
1904,0.875,0.0217,0.0188,0.0246,
1904,0.958,0.0207,0.0179,0.0236,
1905,0.042,0.0193,0.0170,0.0217,
1905,0.125,0.0172,0.0162,0.0182,
1905,0.208,0.0157,0.0154,0.0160,
1905,0.292,0.0146,0.0145,0.0148,
1905,0.375,0.0131,0.0130,0.0132,
1905,0.458,0.0120,0.0121,0.0119,
1905,0.542,0.0113,0.0106,0.0120,
1905,0.625,0.0102,0.0091,0.0113,
1905,0.708,0.0099,0.0083,0.0115,
1905,0.792,0.0095,0.0085,0.0106,
1905,0.875,0.0089,0.0080,0.0098,
1905,0.958,0.0092,0.0081,0.0102,
1906,0.042,0.0088,0.0083,0.0093,
1906,0.125,0.0088,0.0088,0.0088,
1906,0.208,0.0067,0.0063,0.0070,
1906,0.292,0.0065,0.0062,0.0067,
1906,0.375,0.0061,0.0060,0.0061,
1906,0.458,0.0056,0.0055,0.0056,
1906,0.542,0.0055,0.0051,0.0060,
1906,0.625,0.0091,0.0121,0.0062,
1906,0.708,0.0084,0.0111,0.0057,
1906,0.792,0.0078,0.0103,0.0053,
1906,0.875,0.0071,0.0095,0.0048,
1906,0.958,0.0066,0.0087,0.0045,
1907,0.042,0.0061,0.0080,0.0041,
1907,0.125,0.0058,0.0079,0.0038,
1907,0.208,0.0075,0.0115,0.0035,
1907,0.292,0.0091,0.0149,0.0032,
1907,0.375,0.0108,0.0186,0.0030,
1907,0.458,0.0108,0.0189,0.0027,
1907,0.542,0.0109,0.0192,0.0025,
1907,0.625,0.0109,0.0196,0.0023,
1907,0.708,0.0101,0.0181,0.0022,
1907,0.792,0.0093,0.0166,0.0020,
1907,0.875,0.0086,0.0153,0.0018,
1907,0.958,0.0105,0.0193,0.0017,
1908,0.042,0.0126,0.0236,0.0016,
1908,0.125,0.0147,0.0279,0.0015,
1908,0.208,0.0135,0.0257,0.0014,
1908,0.292,0.0125,0.0236,0.0013,
1908,0.375,0.0115,0.0218,0.0012,
1908,0.458,0.0106,0.0200,0.0011,
1908,0.542,0.0097,0.0184,0.0010,
1908,0.625,0.0089,0.0169,0.0009,
1908,0.708,0.0082,0.0156,0.0009,
1908,0.792,0.0076,0.0144,0.0008,
1908,0.875,0.0070,0.0132,0.0007,
1908,0.958,0.0065,0.0122,0.0007,
1909,0.042,0.0059,0.0112,0.0006,
1909,0.125,0.0056,0.0105,0.0006,
1909,0.208,0.0051,0.0096,0.0006,
1909,0.292,0.0047,0.0089,0.0005,
1909,0.375,0.0044,0.0082,0.0005,
1909,0.458,0.0040,0.0076,0.0005,
1909,0.542,0.0037,0.0070,0.0004,
1909,0.625,0.0034,0.0064,0.0004,
1909,0.708,0.0032,0.0059,0.0004,
1909,0.792,0.0029,0.0055,0.0004,
1909,0.875,0.0027,0.0050,0.0003,
1909,0.958,0.0025,0.0046,0.0003,
1910,0.042,0.0028,0.0054,0.0003,
1910,0.125,0.0041,0.0079,0.0003,
1910,0.208,0.0040,0.0076,0.0003,
1910,0.292,0.0039,0.0074,0.0003,
1910,0.375,0.0037,0.0072,0.0002,
1910,0.458,0.0034,0.0066,0.0002,
1910,0.542,0.0031,0.0061,0.0002,
1910,0.625,0.0029,0.0056,0.0002,
1910,0.708,0.0027,0.0052,0.0002,
1910,0.792,0.0025,0.0048,0.0002,
1910,0.875,0.0023,0.0044,0.0002,
1910,0.958,0.0021,0.0040,0.0002,
1911,0.042,0.0020,0.0037,0.0002,
1911,0.125,0.0023,0.0044,0.0002,
1911,0.208,0.0021,0.0041,0.0002,
1911,0.292,0.0020,0.0038,0.0002,
1911,0.375,0.0019,0.0035,0.0002,
1911,0.458,0.0017,0.0032,0.0002,
1911,0.542,0.0016,0.0030,0.0002,
1911,0.625,0.0015,0.0027,0.0002,
1911,0.708,0.0014,0.0026,0.0002,
1911,0.792,0.0013,0.0024,0.0002,
1911,0.875,0.0012,0.0022,0.0002,
1911,0.958,0.0011,0.0020,0.0002,
1912,0.042,0.0008,0.0015,0.0002,
1912,0.125,0.0017,0.0033,0.0002,
